,gene,result,rank,azimuth
2805,CCDC101,0,0.120805369,0.3266277237
2831,CCDC101,0,0.704697987,0.6032140966
2851,CCDC101,1,0.906040268,0.4494726282
2894,CCDC101,1,0.966442953,0.4836647064
2899,CCDC101,0,0.154362416,0.4957444575
2901,CCDC101,0,0.530201342,0.4631070758
2910,CCDC101,0,0.724832215,0.4858347184
2913,CCDC101,0,0.523489933,0.5805474562
2931,CCDC101,0,0.013422819,0.3398368634
3038,CCDC101,0,0.436241611,0.4785581974
3056,CCDC101,0,0.456375839,0.6802949565
3059,CCDC101,1,0.865771812,0.510970172
3068,CCDC101,1,0.818791946,0.6884136753
3075,CCDC101,0,0.033557047,0.2225494289
3090,CCDC101,0,0.570469799,0.4642263708
3117,CCDC101,0,0.181208054,0.4774471435
3128,CCDC101,0,0.288590604,0.402679493
3208,CCDC101,0,0.241610738,0.6533639976
3216,CCDC101,0,0.315436242,0.4009969538
3320,CCDC101,0,0.255033557,0.2592956659
3327,CCDC101,0,0.322147651,0.4310231295
3373,CCDC101,0,0.791946309,0.4872912151
3405,CCDC101,0,0.697986577,0.5372343016
3432,CCDC101,0,0.711409396,0.4481766423
3462,CCDC101,1,0.812080537,0.3572241366
3503,CCDC101,0,0.261744966,0.4694054705
3522,CCDC101,0,0.691275168,0.7031256045
3594,CCDC101,0,0.463087248,0.4918728121
3598,CCDC101,1,1,0.5231680484
3637,CCDC101,0,0.046979866,0.2985976335
3689,CCDC101,0,0.409395973,0.4226084279
3726,CCDC101,0,0.234899329,0.4874070117
3814,CCDC101,0,0.375838926,0.3951280685
3846,CCDC101,0,0.44295302,0.5664842226
3860,CCDC101,0,0.395973154,0.566862381
3865,CCDC101,0,0.610738255,0.5316522561
3986,CCDC101,0,0.718120805,0.4771292686
4029,CCDC101,0,0.738255034,0.5439533487
4270,CCDC101,0,0.134228188,0.5310968338
4280,CCDC101,0,0.644295302,0.7548279203
4303,CCDC101,0,0.348993289,0.5627926888
4324,CCDC101,0,0.208053691,0.5325792148
4341,CCDC101,1,0.832214765,0.7024105772
4375,CCDC101,0,0.053691275,0.4345271082
4431,CCDC101,0,0.758389262,0.4491597988
4458,CCDC101,1,0.993288591,0.6762633564
4492,CCDC101,0,0.67114094,0.3736411156
4553,CCDC101,1,0.899328859,0.4824800969
4557,CCDC101,0,0.214765101,0.3692260474
4567,CCDC101,1,0.879194631,0.6913700662
4595,CCDC101,1,0.959731544,0.6256726837
4635,CCDC101,0,0.604026846,0.4276947372
4679,CCDC101,0,0.651006711,0.5645546092
4748,CCDC101,0,0.355704698,0.6253624185
4766,CCDC101,0,0.33557047,0.5404922802
4787,CCDC101,0,0.194630872,0.4723357593
4873,CCDC101,0,0.617449664,0.6485629855
4874,CCDC101,0,0.516778523,0.4236290707
4909,CCDC101,0,0.389261745,0.4759702145
4940,CCDC101,0,0.563758389,0.5258272172
4951,CCDC101,0,0.362416107,0.5633684811
4986,CCDC101,0,0.489932886,0.5347725781
4999,CCDC101,0,0.798657718,0.4827903899
5002,CCDC101,0,0.22147651,0.4362572667
5059,CCDC101,0,0.536912752,0.4440077389
5237,CCDC101,0,0.77852349,0.425040569
65,CD13,0,0.752747253,0.5760529154
96,CD13,0,0.685714286,0.5450770953
113,CD13,0,0.363736264,0.5852724437
117,CD13,0,0.078021978,0.4119677088
118,CD13,0,0.150549451,0.3998991239
126,CD13,0,0.279120879,0.4026269412
132,CD13,0,0.403296703,0.4723488007
148,CD13,1,0.992307692,0.5857518339
209,CD13,0,0.597802198,0.5670840793
226,CD13,0,0.624175824,0.6115119523
231,CD13,1,0.817582418,0.6747295891
233,CD13,0,0.506593407,0.4749053953
234,CD13,1,0.972527473,0.7028734546
276,CD13,0,0.61978022,0.769659643
278,CD13,0,0.416483516,0.6413991687
279,CD13,0,0.571428571,0.4772272513
280,CD13,0,0.292307692,0.3415183653
283,CD13,0,0.542857143,0.6666796007
285,CD13,0,0.478021978,0.536406011
318,CD13,0,0.687912088,0.5930566029
319,CD13,0,0.796703297,0.6053745744
356,CD13,0,0.064835165,0.2148853452
382,CD13,0,0.686813187,0.5676757691
396,CD13,0,0.254945055,0.4352165615
399,CD13,1,0.832967033,0.6610576088
434,CD13,1,0.971428571,0.7040988189
455,CD13,0,0.3,0.3430096917
466,CD13,0,0.585714286,0.4875423457
468,CD13,0,0.204395604,0.3966389342
481,CD13,1,0.97032967,0.7272135242
499,CD13,1,0.817582418,0.6527396529
508,CD13,0,0.356043956,0.5324499042
530,CD13,0,0.43956044,0.5162090171
532,CD13,1,0.843956044,0.6655728196
588,CD13,0,0.032967033,0.2046957297
599,CD13,0,0.442857143,0.4475330398
603,CD13,0,0.605494505,0.5546737522
607,CD13,1,0.946153846,0.6358253705
644,CD13,0,0.315384615,0.5367359624
646,CD13,0,0.453846154,0.6055492512
659,CD13,0,0.364835165,0.4767249673
663,CD13,1,0.904395604,0.796768998
685,CD13,0,0.096703297,0.5568994028
703,CD13,1,0.906593407,0.5943680071
709,CD13,0,0.52967033,0.5934264417
732,CD13,0,0.048351648,0.4429243249
734,CD13,0,0.608791209,0.6329857965
737,CD13,0,0.462637363,0.5149389513
744,CD13,0,0.303296703,0.3989063208
768,CD13,0,0.181318681,0.3578213926
808,CD13,0,0.038461538,0.4320247746
819,CD13,0,0.417582418,0.5080526963
841,CD13,0,0.596703297,0.567788499
842,CD13,0,0.603296703,0.4957360442
907,CD13,0,0.020879121,0.3729125081
931,CD13,0,0.786813187,0.5023909211
940,CD13,0,0.42967033,0.4337085128
959,CD13,1,0.916483516,0.7705754466
977,CD13,1,0.924175824,0.5216945773
984,CD13,0,0.542857143,0.4655265044
1014,CD13,0,0.796703297,0.5626298079
1015,CD13,0,0.227472527,0.5155860941
1024,CD13,0,0.126373626,0.4711921387
1027,CD13,0,0.416483516,0.4513445368
1038,CD13,0,0.062637363,0.4960640621
1052,CD13,0,0.661538462,0.4621635741
1054,CD13,0,0.094505495,0.4260515099
1071,CD13,0,0.68021978,0.5897954345
1072,CD13,0,0.325274725,0.4193577248
1093,CD13,0,0.298901099,0.4125207604
1148,CD13,0,0.321978022,0.4876938523
1182,CD13,0,0.049450549,0.4737162718
1183,CD13,0,0.525274725,0.5812728969
1221,CD13,0,0.584615385,0.5776256224
1228,CD13,0,0.337362637,0.5554027096
1272,CD13,0,0.781318681,0.5529296014
1274,CD13,0,0.479120879,0.6765046946
1282,CD13,0,0.074725275,0.351853546
1283,CD13,0,0.645054945,0.6110157079
1285,CD13,0,0.567032967,0.4893653078
1289,CD13,0,0.598901099,0.5607239692
1297,CD13,0,0.276923077,0.4674675523
1308,CD13,0,0.552747253,0.487742633
1314,CD13,0,0.452747253,0.4124725969
1323,CD13,0,0.142857143,0.3595632795
1324,CD13,0,0.091208791,0.3966338926
1325,CD13,0,0.057142857,0.382959306
1345,CD13,0,0.431868132,0.5232967539
1351,CD13,0,0.134065934,0.4490339236
1361,CD13,0,0.771428571,0.6069951235
1366,CD13,0,0.240659341,0.4187575749
1368,CD13,1,0.950549451,0.68494513
1372,CD13,0,0.556043956,0.5134211611
1374,CD13,0,0.710989011,0.6984376452
1377,CD13,0,0.643956044,0.7042629319
1393,CD13,0,0.710989011,0.539532
1402,CD13,0,0.302197802,0.4482065937
1406,CD13,0,0.504395604,0.5786273506
1413,CD13,0,0.349450549,0.4140180598
1446,CD13,0,0.196703297,0.4010020031
1453,CD13,0,0.738461538,0.6574984458
1459,CD13,0,0.701098901,0.5097116817
1475,CD13,0,0.298901099,0.5672978932
1491,CD13,0,0.375824176,0.3807221976
1500,CD13,0,0.772527473,0.5333439561
1508,CD13,1,0.946153846,0.7518685014
1509,CD13,1,0.903296703,0.702121299
1549,CD13,0,0.705494505,0.4500914606
1550,CD13,0,0.324175824,0.349543689
1574,CD13,0,0.7,0.54952996
1578,CD13,0,0.723076923,0.6030254939
1582,CD13,0,0.496703297,0.6500115797
1602,CD13,1,0.917582418,0.6217646761
1611,CD13,0,0.446153846,0.5575360999
1613,CD13,0,0.368131868,0.5679450677
1631,CD13,0,0.420879121,0.4427315706
1635,CD13,0,0.357142857,0.5448382257
1636,CD13,0,0.357142857,0.5669970918
1650,CD13,0,0.556043956,0.5638128478
1659,CD13,0,0.238461538,0.3074517214
1663,CD13,0,0.717582418,0.5844460915
1686,CD13,1,0.934065934,0.674325387
1713,CD13,0,0.776923077,0.487123358
1732,CD13,0,0.773626374,0.6093735278
1747,CD13,0,0.128571429,0.4569858268
1753,CD13,1,0.878021978,0.5879685496
1755,CD13,0,0.123076923,0.2335187567
1774,CD13,0,0.125274725,0.3842492112
1794,CD13,0,0.131868132,0.4847810265
1802,CD13,0,0.07032967,0.3491762008
1806,CD13,0,0.701098901,0.6689707115
1813,CD13,0,0.736263736,0.5004814644
1820,CD13,0,0.46043956,0.5141283396
1826,CD13,0,0.124175824,0.4298175104
1830,CD13,0,0.076923077,0.303916528
1855,CD13,0,0.69010989,0.4504706819
1857,CD13,0,0.40989011,0.34526151
1861,CD13,0,0.48021978,0.3377046446
1866,CD13,0,0.16043956,0.573736984
1872,CD13,0,0.796703297,0.483742947
1886,CD13,0,0.413186813,0.5473677462
1902,CD13,1,0.901098901,0.570895415
1904,CD13,0,0.618681319,0.7490140676
1908,CD13,0,0.483516484,0.586124548
1911,CD13,0,0.089010989,0.505277089
1937,CD13,0,0.589010989,0.3848858724
1952,CD13,0,0.674725275,0.5451075326
1955,CD13,0,0.208791209,0.1519828808
1972,CD13,0,0.058241758,0.4628924203
1983,CD13,0,0.735164835,0.6990486332
2000,CD13,0,0.478021978,0.5277381715
2008,CD13,1,0.878021978,0.7196646687
2019,CD13,0,0.492307692,0.6072186407
2025,CD13,0,0.369230769,0.3001505815
2026,CD13,0,0.674725275,0.5613707447
2031,CD13,0,0.618681319,0.5849976766
2043,CD13,0,0.637362637,0.5495946909
2057,CD13,1,0.832967033,0.6867260176
2060,CD13,0,0.567032967,0.5166731036
2072,CD13,0,0.024175824,0.5977021556
2086,CD13,0,0.263736264,0.4873472279
2090,CD13,0,0.046153846,0.2719387564
2092,CD13,0,0.176923077,0.4176058526
2093,CD13,0,0.117582418,0.5056259004
2096,CD13,0,0.104395604,0.277119219
2097,CD13,0,0.697802198,0.6795128609
2112,CD13,0,0.198901099,0.479891737
2117,CD13,0,0.128571429,0.4794625167
2124,CD13,0,0.392307692,0.5400484657
2132,CD13,0,0.254945055,0.6025353599
2145,CD13,0,0.09010989,0.418543527
2153,CD13,1,0.82967033,0.6307840388
2156,CD13,1,0.812087912,0.6263489378
2172,CD13,0,0.432967033,0.5593496077
2178,CD13,0,0.716483516,0.5400102086
2181,CD13,0,0.636263736,0.6665907712
2186,CD13,0,0.671428571,0.4766524318
2190,CD13,0,0.527472527,0.6053965688
2191,CD13,0,0.48021978,0.532209432
2197,CD13,1,0.847252747,0.6960827935
2198,CD13,0,0.127472527,0.3339576439
2207,CD13,1,0.874725275,0.7507233727
2208,CD13,1,0.906593407,0.5927012341
2222,CD13,0,0.795604396,0.6808397668
2232,CD13,0,0.73956044,0.7601914986
2240,CD13,1,0.896703297,0.4866560767
2268,CD13,0,0.581318681,0.5988553468
2281,CD13,1,0.935164835,0.5141943723
2287,CD13,0,0.693406593,0.5902588774
2288,CD13,0,0.457142857,0.5759421227
2297,CD13,0,0.213186813,0.5640882106
2312,CD13,0,0.39010989,0.4828000547
2316,CD13,0,0.105494505,0.3810305748
2337,CD13,0,0.498901099,0.6124398774
2340,CD13,0,0.097802198,0.4536777135
2370,CD13,0,0.774725275,0.409987282
2389,CD13,0,0.347252747,0.4771919039
2401,CD13,0,0.345054945,0.5330015024
2421,CD13,0,0.640659341,0.6967540786
2422,CD13,0,0.158241758,0.4096035357
2423,CD13,0,0.474725275,0.6003382617
2431,CD13,0,0.496703297,0.444645829
2436,CD13,0,0.115384615,0.2735119672
2444,CD13,0,0.324175824,0.4633191915
2455,CD13,0,0.564835165,0.6379744074
2457,CD13,0,0.358241758,0.491635578
2467,CD13,0,0.508791209,0.6186896031
2471,CD13,0,0.326373626,0.4945202393
2489,CD13,0,0.420879121,0.5651743236
2490,CD13,0,0.675824176,0.6685115051
2543,CD13,0,0.696703297,0.5596678802
2552,CD13,0,0.31978022,0.5157724646
2558,CD13,0,0.567032967,0.5478941283
2561,CD13,0,0.516483516,0.5056730007
2563,CD13,0,0.378021978,0.4550507552
2583,CD13,0,0.68021978,0.5677022595
2595,CD13,0,0.124175824,0.4107764715
2609,CD13,0,0.103296703,0.4376029036
2634,CD13,0,0.57032967,0.5717703626
2644,CD13,0,0.516483516,0.5177537273
2647,CD13,0,0.506593407,0.5601835392
2651,CD13,0,0.496703297,0.7330245524
2670,CD13,0,0.158241758,0.4310863504
2684,CD13,1,0.963736264,0.6796134489
2696,CD13,0,0.798901099,0.5834811104
2700,CD13,0,0.045054945,0.4797176016
2706,CD13,0,0.198901099,0.3710743534
2710,CD13,0,0.554945055,0.6506888584
2712,CD13,0,0.721978022,0.6873722088
2715,CD13,0,0.5,0.6391404967
2725,CD13,0,0.071428571,0.2433215454
2730,CD13,0,0.683516484,0.5136084521
2731,CD13,0,0.304395604,0.2115223438
2754,CD13,0,0.063736264,0.1312993754
2756,CD13,0,0.037362637,0.3116511511
2757,CD13,1,0.93956044,0.5967766967
2770,CD13,0,0.389010989,0.3888156827
2775,CD13,0,0.593406593,0.4034475564
2794,CD13,1,0.971428571,0.6982993182
2798,CD13,0,0.430769231,0.5345948511
2809,CD13,0,0.554945055,0.6047421775
2811,CD13,0,0.659340659,0.5933144293
2835,CD13,0,0.621978022,0.5123282574
2840,CD13,0,0.520879121,0.5964810518
2859,CD13,0,0.476923077,0.5734804171
2877,CD13,0,0.040659341,0.3198599836
2879,CD13,0,0.486813187,0.5649190173
2880,CD13,0,0.706593407,0.6588136828
2886,CD13,0,0.779120879,0.6696950024
2929,CD13,1,0.967032967,0.7351997197
2932,CD13,0,0.761538462,0.620684694
2933,CD13,0,0.361538462,0.5239458341
2935,CD13,0,0.369230769,0.6201129732
2940,CD13,0,0.446153846,0.381179888
2941,CD13,0,0.712087912,0.548312643
2964,CD13,1,0.813186813,0.4245187502
3005,CD13,0,0.687912088,0.5092318021
3047,CD13,0,0.47032967,0.5118719341
3053,CD13,0,0.347252747,0.5425112317
3062,CD13,0,0.140659341,0.4905200561
3063,CD13,0,0.172527473,0.3396372938
3080,CD13,0,0.264835165,0.4605483666
3103,CD13,0,0.749450549,0.4993183051
3131,CD13,0,0.752747253,0.6489070495
3147,CD13,1,0.831868132,0.7529618762
3157,CD13,0,0.654945055,0.6007697853
3163,CD13,0,0.428571429,0.5848438589
3219,CD13,1,0.969230769,0.6520325833
3233,CD13,0,0.224175824,0.5219032561
3245,CD13,0,0.441758242,0.6163932294
3247,CD13,1,0.925274725,0.6760021117
3249,CD13,1,0.901098901,0.7288836934
3255,CD13,1,0.874725275,0.6373307545
3260,CD13,0,0.683516484,0.6588607131
3279,CD13,0,0.014285714,0.2837738379
3334,CD13,1,0.803296703,0.6022330236
3356,CD13,0,0.659340659,0.7188962512
3365,CD13,0,0.241758242,0.6608120043
3371,CD13,0,0.264835165,0.2631392134
3375,CD13,0,0.32967033,0.4719084446
3385,CD13,0,0.107692308,0.2732840427
3386,CD13,0,0.618681319,0.6622177033
3396,CD13,0,0.124175824,0.3787403873
3399,CD13,0,0.510989011,0.5053193242
3407,CD13,0,0.108791209,0.6903283266
3411,CD13,0,0.173626374,0.5372413191
3415,CD13,1,0.984615385,0.7571440641
3419,CD13,0,0.42967033,0.5132417461
3423,CD13,0,0.454945055,0.4429733186
3429,CD13,0,0.465934066,0.4934106146
3450,CD13,0,0.504395604,0.6700654793
3465,CD13,0,0.187912088,0.3008953736
3504,CD13,0,0.22967033,0.4005671266
3514,CD13,0,0.263736264,0.4580494953
3526,CD13,0,0.110989011,0.5198491117
3530,CD13,0,0.065934066,0.5326915838
3534,CD13,0,0.523076923,0.5604723314
3537,CD13,0,0.307692308,0.3598667501
3539,CD13,1,0.812087912,0.6837566227
3546,CD13,1,0.808791209,0.6297912243
3553,CD13,0,0.026373626,0.4361117606
3566,CD13,0,0.158241758,0.3660066439
3567,CD13,0,0.503296703,0.5758059215
3568,CD13,1,0.889010989,0.6067534387
3569,CD13,0,0.768131868,0.5378771963
3570,CD13,0,0.301098901,0.4602726178
3591,CD13,0,0.20989011,0.3020177226
3595,CD13,0,0.440659341,0.5105362017
3629,CD13,0,0.674725275,0.6706656943
3640,CD13,0,0.472527473,0.6478215998
3648,CD13,0,0.02967033,0.3300762076
3663,CD13,0,0.254945055,0.4128125761
3669,CD13,0,0.795604396,0.6305015936
3671,CD13,1,0.847252747,0.7524588749
3690,CD13,0,0.310989011,0.462573678
3696,CD13,0,0.416483516,0.4656828001
3706,CD13,0,0.050549451,0.3699535694
3707,CD13,0,0.362637363,0.4415365757
3724,CD13,0,0.51978022,0.474534341
3730,CD13,1,0.850549451,0.5961651405
3732,CD13,1,0.823076923,0.5998518623
3737,CD13,0,0.274725275,0.4443993432
3761,CD13,0,0.214285714,0.5269270092
3772,CD13,0,0.479120879,0.5140493037
3774,CD13,1,0.954945055,0.7149668067
3775,CD13,0,0.47032967,0.59065388
3776,CD13,0,0.142857143,0.3753987131
3779,CD13,0,0.338461538,0.4772654719
3791,CD13,0,0.256043956,0.3960389211
3792,CD13,0,0.313186813,0.358426256
3807,CD13,0,0.282417582,0.4285359436
3830,CD13,0,0.759340659,0.6880516037
3834,CD13,0,0.404395604,0.6150530808
3835,CD13,0,0.558241758,0.7278936838
3836,CD13,0,0.537362637,0.5807033902
3837,CD13,1,0.843956044,0.6291534918
3845,CD13,1,0.873626374,0.6202328261
3852,CD13,1,0.931868132,0.702922798
3856,CD13,0,0.612087912,0.6602591116
3869,CD13,0,0.479120879,0.5100009399
3870,CD13,0,0.524175824,0.565535336
3897,CD13,0,0.304395604,0.4764478405
3909,CD13,0,0.20989011,0.401896511
3916,CD13,0,0.18021978,0.5404205921
3918,CD13,0,0.423076923,0.6117852497
3925,CD13,1,0.821978022,0.5804919456
3938,CD13,0,0.706593407,0.5547386908
3946,CD13,0,0.172527473,0.2184017242
3964,CD13,0,0.68021978,0.6624228279
3969,CD13,1,0.958241758,0.7485818276
3994,CD13,1,0.889010989,0.6259582794
3995,CD13,0,0.784615385,0.6888430105
3996,CD13,0,0.328571429,0.2892030655
4016,CD13,0,0.584615385,0.5640787605
4058,CD13,1,0.978021978,0.7414628816
4062,CD13,0,0.702197802,0.5791580255
4075,CD13,0,0.640659341,0.4801537317
4082,CD13,0,0.672527473,0.4397485876
4085,CD13,1,0.881318681,0.4352282645
4090,CD13,0,0.615384615,0.61598474
4100,CD13,0,0.182417582,0.3743619663
4102,CD13,0,0.661538462,0.5197189197
4133,CD13,0,0.189010989,0.5411473881
4175,CD13,0,0.618681319,0.6705237269
4178,CD13,0,0.705494505,0.7112644182
4186,CD13,0,0.317582418,0.649399499
4193,CD13,0,0.107692308,0.5146393868
4205,CD13,0,0.084615385,0.4912266345
4209,CD13,0,0.473626374,0.6148156372
4218,CD13,0,0.449450549,0.3021439016
4224,CD13,1,0.978021978,0.7599705727
4268,CD13,0,0.201098901,0.3984286387
4292,CD13,0,0.682417582,0.5915142688
4301,CD13,1,0.842857143,0.7601657111
4308,CD13,0,0.328571429,0.47709121
4323,CD13,1,0.93956044,0.7848821601
4329,CD13,0,0.527472527,0.530448544
4331,CD13,0,0.381318681,0.4263448973
4335,CD13,1,0.908791209,0.611465973
4344,CD13,1,0.938461538,0.6692005349
4363,CD13,1,0.886813187,0.6902960153
4390,CD13,1,0.942857143,0.6724783156
4392,CD13,0,0.107692308,0.3202753344
4393,CD13,0,0.047252747,0.3419698349
4396,CD13,0,0.63956044,0.6274437276
4429,CD13,0,0.771428571,0.5117709055
4450,CD13,0,0.293406593,0.6679797191
4451,CD13,1,0.895604396,0.6041778605
4474,CD13,1,0.864835165,0.4377751482
4541,CD13,0,0.181318681,0.432245405
4546,CD13,1,0.82967033,0.6235739862
4548,CD13,1,0.876923077,0.6199900807
4559,CD13,0,0.334065934,0.5261069365
4564,CD13,0,0.263736264,0.3749097262
4571,CD13,0,0.764835165,0.6730228042
4579,CD13,1,0.904395604,0.677912632
4587,CD13,0,0.275824176,0.4191174054
4594,CD13,0,0.054945055,0.3202667489
4596,CD13,0,0.079120879,0.6021587681
4614,CD13,0,0.793406593,0.4965762006
4624,CD13,0,0.548351648,0.3828527628
4626,CD13,0,0.182417582,0.3822893541
4636,CD13,1,0.871428571,0.5489910333
4638,CD13,0,0.720879121,0.6774965962
4654,CD13,0,0.38021978,0.5572006409
4674,CD13,0,0.231868132,0.353866135
4690,CD13,0,0.401098901,0.5639967122
4697,CD13,0,0.672527473,0.6414100388
4703,CD13,0,0.664835165,0.538655719
4705,CD13,1,0.930769231,0.6515783758
4706,CD13,1,0.842857143,0.6014233702
4713,CD13,0,0.771428571,0.6209862981
4721,CD13,0,0.781318681,0.445871062
4737,CD13,0,0.751648352,0.6189655243
4739,CD13,0,0.547252747,0.6706347583
4764,CD13,0,0.651648352,0.5156182567
4767,CD13,0,0.585714286,0.5831562726
4769,CD13,0,0.628571429,0.6335735917
4777,CD13,0,0.310989011,0.4720185987
4791,CD13,0,0.698901099,0.5895871305
4814,CD13,1,0.861538462,0.5287403925
4819,CD13,0,0.356043956,0.6204847771
4834,CD13,0,0.025274725,0.6227448607
4865,CD13,0,0.321978022,0.4264181082
4868,CD13,1,0.969230769,0.5842074817
4872,CD13,0,0.124175824,0.4863221379
4878,CD13,0,0.154945055,0.3384674675
4889,CD13,1,0.974725275,0.6927907812
4896,CD13,0,0.343956044,0.3186263345
4914,CD13,1,0.824175824,0.7325343228
4930,CD13,1,0.842857143,0.5809985049
4938,CD13,0,0.482417582,0.5592150912
4939,CD13,0,0.104395604,0.3434395581
4959,CD13,0,0.728571429,0.4534348611
4964,CD13,0,0.686813187,0.6302433162
4968,CD13,0,0.537362637,0.6272899538
4994,CD13,0,0.678021978,0.4970533353
4995,CD13,0,0.471428571,0.341200812
5009,CD13,1,0.97032967,0.6294590392
5024,CD13,1,0.86043956,0.6383344179
5031,CD13,0,0.51978022,0.7399441535
5035,CD13,0,0.114285714,0.3245851209
5118,CD13,0,0.108791209,0.3536479913
5135,CD13,0,0.257142857,0.4376726056
5150,CD13,0,0.50989011,0.4482997574
5166,CD13,0,0.148351648,0.4404215077
5189,CD13,0,0.745054945,0.5155822315
5223,CD13,0,0.527472527,0.6161573436
5243,CD13,0,0.118681319,0.5358892405
5247,CD13,0,0.304395604,0.3991371605
5267,CD13,0,0.207692308,0.3987697406
5278,CD13,0,0.389010989,0.5567584536
5294,CD13,0,0.658241758,0.6218346017
5300,CD13,0,0.121978022,0.3387235582
5303,CD13,0,0.724175824,0.5459614016
158,CD15,0,0.597069597,0.5413139522
162,CD15,0,0.688644689,0.6558550538
167,CD15,0,0.582417582,0.5845149949
193,CD15,0,0.564102564,0.4579991598
249,CD15,0,0.791208791,0.6996437257
284,CD15,0,0.725274725,0.6518811447
323,CD15,0,0.377289377,0.4645988588
375,CD15,0,0.736263736,0.6358113641
418,CD15,1,0.882783883,0.494361449
419,CD15,0,0.406593407,0.4986283308
426,CD15,0,0.487179487,0.4601766435
456,CD15,1,0.908424908,0.6723832949
471,CD15,1,0.996336996,0.6432331854
513,CD15,1,0.963369963,0.7220038704
528,CD15,0,0.509157509,0.4062038063
533,CD15,1,0.868131868,0.553063705
593,CD15,0,0.054945055,0.3636035349
598,CD15,0,0.435897436,0.5967951225
664,CD15,0,0.476190476,0.4994467618
696,CD15,0,0.333333333,0.5625968553
707,CD15,1,0.923076923,0.6494957627
730,CD15,0,0.575091575,0.4546143902
733,CD15,0,0.43956044,0.4460145082
770,CD15,0,0.534798535,0.4690794831
777,CD15,1,0.919413919,0.68497916
