"","gene","result","rank","azimuth"
"2325","CCDC101",0,0.503355705,0.402050585245193
"2364","CCDC101",0,0.765100671,0.512834911456321
"2374","CCDC101",0,0.100671141,0.491760648132084
"2391","CCDC101",1,0.89261745,0.554097963260004
"2411","CCDC101",0,0.228187919,0.395311935787466
"2418","CCDC101",0,0.416107383,0.619038313539658
"2441","CCDC101",0,0.295302013,0.493308035084259
"2500","CCDC101",0,0.32885906,0.656772389302052
"2504","CCDC101",1,0.859060403,0.44279505661648
"2515","CCDC101",0,0.174496644,0.566041084489783
"2553","CCDC101",0,0.677852349,0.584288084461375
"2572","CCDC101",0,0.510067114,0.556956620807687
"2632","CCDC101",1,0.88590604,0.701001700572854
"2662","CCDC101",0,0.369127517,0.53866432895235
"2805","CCDC101",0,0.120805369,0.32662772366617
"2831","CCDC101",0,0.704697987,0.603214096568009
"2851","CCDC101",1,0.906040268,0.449472628189939
"2894","CCDC101",1,0.966442953,0.483664706423671
"2899","CCDC101",0,0.154362416,0.49574445745198
"2901","CCDC101",0,0.530201342,0.463107075793406
"2910","CCDC101",0,0.724832215,0.485834718375453
"2913","CCDC101",0,0.523489933,0.580547456186575
"2931","CCDC101",0,0.013422819,0.339836863405608
"3038","CCDC101",0,0.436241611,0.47855819739475
"3056","CCDC101",0,0.456375839,0.680294956530699
"3059","CCDC101",1,0.865771812,0.510970171967569
"3068","CCDC101",1,0.818791946,0.688413675348408
"3075","CCDC101",0,0.033557047,0.222549428850259
"3090","CCDC101",0,0.570469799,0.464226370751448
"3117","CCDC101",0,0.181208054,0.477447143454857
"3128","CCDC101",0,0.288590604,0.402679492987967
"3208","CCDC101",0,0.241610738,0.653363997564365
"3216","CCDC101",0,0.315436242,0.400996953828317
"3320","CCDC101",0,0.255033557,0.259295665860939
"3327","CCDC101",0,0.322147651,0.431023129532055
"3373","CCDC101",0,0.791946309,0.48729121505569
"3405","CCDC101",0,0.697986577,0.537234301611937
"3432","CCDC101",0,0.711409396,0.44817664234875
"3462","CCDC101",1,0.812080537,0.35722413657354
"3503","CCDC101",0,0.261744966,0.469405470477176
"3522","CCDC101",0,0.691275168,0.70312560454115
"3594","CCDC101",0,0.463087248,0.491872812098567
"3598","CCDC101",1,1,0.523168048425477
"3637","CCDC101",0,0.046979866,0.298597633496254
"3689","CCDC101",0,0.409395973,0.422608427871138
"3726","CCDC101",0,0.234899329,0.487407011734137
"3814","CCDC101",0,0.375838926,0.395128068476306
"3846","CCDC101",0,0.44295302,0.566484222588741
"3860","CCDC101",0,0.395973154,0.566862380960605
"3865","CCDC101",0,0.610738255,0.531652256114917
"3986","CCDC101",0,0.718120805,0.477129268558116
"4029","CCDC101",0,0.738255034,0.543953348662433
"4270","CCDC101",0,0.134228188,0.531096833813002
"4280","CCDC101",0,0.644295302,0.754827920314798
"4303","CCDC101",0,0.348993289,0.562792688752265
"4324","CCDC101",0,0.208053691,0.532579214806036
"4341","CCDC101",1,0.832214765,0.702410577234566
"4375","CCDC101",0,0.053691275,0.434527108189941
"4431","CCDC101",0,0.758389262,0.449159798775213
"4458","CCDC101",1,0.993288591,0.676263356411836
"4492","CCDC101",0,0.67114094,0.373641115566934
"4553","CCDC101",1,0.899328859,0.482480096854884
"4557","CCDC101",0,0.214765101,0.369226047393967
"4567","CCDC101",1,0.879194631,0.691370066189517
"4595","CCDC101",1,0.959731544,0.625672683683031
"4635","CCDC101",0,0.604026846,0.427694737212699
"4679","CCDC101",0,0.651006711,0.564554609232556
"4748","CCDC101",0,0.355704698,0.625362418483245
"4766","CCDC101",0,0.33557047,0.540492280249963
"4787","CCDC101",0,0.194630872,0.472335759311256
"4873","CCDC101",0,0.617449664,0.648562985459692
"4874","CCDC101",0,0.516778523,0.423629070688099
"4909","CCDC101",0,0.389261745,0.475970214481825
"4940","CCDC101",0,0.563758389,0.525827217223821
"4951","CCDC101",0,0.362416107,0.563368481141937
"4986","CCDC101",0,0.489932886,0.534772578075464
"4999","CCDC101",0,0.798657718,0.482790389929985
"5002","CCDC101",0,0.22147651,0.43625726667375
"5059","CCDC101",0,0.536912752,0.44400773887852
"5237","CCDC101",0,0.77852349,0.425040568975186
"65","CD13",0,0.752747253,0.576052915381288
"96","CD13",0,0.685714286,0.545077095280904
"113","CD13",0,0.363736264,0.585272443682386
"117","CD13",0,0.078021978,0.411967708840893
"118","CD13",0,0.150549451,0.399899123850312
"126","CD13",0,0.279120879,0.402626941204364
"132","CD13",0,0.403296703,0.472348800709593
"148","CD13",1,0.992307692,0.585751833931075
"209","CD13",0,0.597802198,0.567084079333408
"226","CD13",0,0.624175824,0.611511952341903
"231","CD13",1,0.817582418,0.674729589119917
"233","CD13",0,0.506593407,0.474905395274794
"234","CD13",1,0.972527473,0.702873454602437
"276","CD13",0,0.61978022,0.769659642997025
"278","CD13",0,0.416483516,0.641399168676573
"279","CD13",0,0.571428571,0.477227251343075
"280","CD13",0,0.292307692,0.341518365328539
"283","CD13",0,0.542857143,0.666679600681895
"285","CD13",0,0.478021978,0.536406010955515
"318","CD13",0,0.687912088,0.593056602850747
"319","CD13",0,0.796703297,0.60537457444322
"356","CD13",0,0.064835165,0.214885345174978
"382","CD13",0,0.686813187,0.567675769134808
"396","CD13",0,0.254945055,0.43521656152755
"399","CD13",1,0.832967033,0.661057608781999
"434","CD13",1,0.971428571,0.70409881893447
"455","CD13",0,0.3,0.34300969169875
"466","CD13",0,0.585714286,0.487542345689545
"468","CD13",0,0.204395604,0.39663893416426
"481","CD13",1,0.97032967,0.727213524195628
"499","CD13",1,0.817582418,0.652739652886539
"508","CD13",0,0.356043956,0.532449904169311
"530","CD13",0,0.43956044,0.516209017069828
"532","CD13",1,0.843956044,0.665572819617033
"588","CD13",0,0.032967033,0.204695729700731
"599","CD13",0,0.442857143,0.447533039800797
"603","CD13",0,0.605494505,0.554673752207366
"607","CD13",1,0.946153846,0.635825370539063
"644","CD13",0,0.315384615,0.536735962411575
"646","CD13",0,0.453846154,0.605549251191151
"659","CD13",0,0.364835165,0.47672496729911
"663","CD13",1,0.904395604,0.796768997984854
"685","CD13",0,0.096703297,0.556899402768683
"703","CD13",1,0.906593407,0.594368007107293
"709","CD13",0,0.52967033,0.593426441672309
"732","CD13",0,0.048351648,0.442924324864829
"734","CD13",0,0.608791209,0.632985796510868
"737","CD13",0,0.462637363,0.514938951347919
"744","CD13",0,0.303296703,0.398906320833183
"768","CD13",0,0.181318681,0.357821392624525
"808","CD13",0,0.038461538,0.432024774610485
"819","CD13",0,0.417582418,0.508052696256886
"841","CD13",0,0.596703297,0.567788498977529
"842","CD13",0,0.603296703,0.495736044243984
"907","CD13",0,0.020879121,0.372912508063812
"931","CD13",0,0.786813187,0.502390921092986
"940","CD13",0,0.42967033,0.433708512783117
"959","CD13",1,0.916483516,0.770575446596441
"977","CD13",1,0.924175824,0.521694577294945
"984","CD13",0,0.542857143,0.465526504382255
"1014","CD13",0,0.796703297,0.562629807866602
"1015","CD13",0,0.227472527,0.515586094117586
"1024","CD13",0,0.126373626,0.471192138680951
"1027","CD13",0,0.416483516,0.451344536750712
"1038","CD13",0,0.062637363,0.496064062102345
"1052","CD13",0,0.661538462,0.462163574085346
"1054","CD13",0,0.094505495,0.426051509896599
"1071","CD13",0,0.68021978,0.589795434492412
"1072","CD13",0,0.325274725,0.41935772481861
"1093","CD13",0,0.298901099,0.412520760394513
"1148","CD13",0,0.321978022,0.487693852342148
"1182","CD13",0,0.049450549,0.473716271774714
"1183","CD13",0,0.525274725,0.581272896934582
"1221","CD13",0,0.584615385,0.577625622425964
"1228","CD13",0,0.337362637,0.555402709637557
"1272","CD13",0,0.781318681,0.552929601399978
"1274","CD13",0,0.479120879,0.676504694580345
"1282","CD13",0,0.074725275,0.351853545969197
"1283","CD13",0,0.645054945,0.611015707850679
"1285","CD13",0,0.567032967,0.489365307770196
"1289","CD13",0,0.598901099,0.560723969159633
"1297","CD13",0,0.276923077,0.467467552322412
"1308","CD13",0,0.552747253,0.487742633041633
"1314","CD13",0,0.452747253,0.412472596890233
"1323","CD13",0,0.142857143,0.359563279524502
"1324","CD13",0,0.091208791,0.396633892648831
"1325","CD13",0,0.057142857,0.382959305964611
"1345","CD13",0,0.431868132,0.523296753869432
"1351","CD13",0,0.134065934,0.4490339236485
"1361","CD13",0,0.771428571,0.606995123493253
"1366","CD13",0,0.240659341,0.418757574909136
"1368","CD13",1,0.950549451,0.684945130020633
"1372","CD13",0,0.556043956,0.513421161130647
"1374","CD13",0,0.710989011,0.69843764521226
"1377","CD13",0,0.643956044,0.704262931873132
"1393","CD13",0,0.710989011,0.539531999966167
"1402","CD13",0,0.302197802,0.448206593727244
"1406","CD13",0,0.504395604,0.578627350630336
"1413","CD13",0,0.349450549,0.414018059773395
"1446","CD13",0,0.196703297,0.401002003083022
"1453","CD13",0,0.738461538,0.657498445787248
"1459","CD13",0,0.701098901,0.509711681685886
"1475","CD13",0,0.298901099,0.567297893201213
"1491","CD13",0,0.375824176,0.380722197630813
"1500","CD13",0,0.772527473,0.533343956132521
"1508","CD13",1,0.946153846,0.75186850141023
"1509","CD13",1,0.903296703,0.702121298958472
"1549","CD13",0,0.705494505,0.450091460606034
"1550","CD13",0,0.324175824,0.349543689039425
"1574","CD13",0,0.7,0.549529959986552
"1578","CD13",0,0.723076923,0.603025493926828
"1582","CD13",0,0.496703297,0.650011579681631
"1602","CD13",1,0.917582418,0.621764676070489
"1611","CD13",0,0.446153846,0.557536099917965
"1613","CD13",0,0.368131868,0.567945067686699
"1631","CD13",0,0.420879121,0.442731570564986
"1635","CD13",0,0.357142857,0.544838225656597
"1636","CD13",0,0.357142857,0.566997091828997
"1650","CD13",0,0.556043956,0.563812847804595
"1659","CD13",0,0.238461538,0.307451721352427
"1663","CD13",0,0.717582418,0.58444609145312
"1686","CD13",1,0.934065934,0.674325387010337
"1713","CD13",0,0.776923077,0.487123357952168
"1732","CD13",0,0.773626374,0.609373527815805
"1747","CD13",0,0.128571429,0.456985826830739
"1753","CD13",1,0.878021978,0.587968549599693
"1755","CD13",0,0.123076923,0.233518756697465
"1774","CD13",0,0.125274725,0.384249211208379
"1794","CD13",0,0.131868132,0.484781026526633
"1802","CD13",0,0.07032967,0.349176200789273
"1806","CD13",0,0.701098901,0.668970711465468
"1813","CD13",0,0.736263736,0.500481464394824
"1820","CD13",0,0.46043956,0.514128339551331
"1826","CD13",0,0.124175824,0.429817510444926
"1830","CD13",0,0.076923077,0.303916528016348
"1855","CD13",0,0.69010989,0.450470681859782
"1857","CD13",0,0.40989011,0.345261510044398
"1861","CD13",0,0.48021978,0.337704644629523
"1866","CD13",0,0.16043956,0.573736983986889
"1872","CD13",0,0.796703297,0.483742946979331
"1886","CD13",0,0.413186813,0.547367746166409
"1902","CD13",1,0.901098901,0.570895414977087
"1904","CD13",0,0.618681319,0.749014067579088
"1908","CD13",0,0.483516484,0.586124547955499
"1911","CD13",0,0.089010989,0.505277088956815
"1937","CD13",0,0.589010989,0.384885872369837
"1952","CD13",0,0.674725275,0.545107532614723
"1955","CD13",0,0.208791209,0.151982880805009
"1972","CD13",0,0.058241758,0.462892420302383
"1983","CD13",0,0.735164835,0.699048633150184
"2000","CD13",0,0.478021978,0.527738171496143
"2008","CD13",1,0.878021978,0.719664668727028
"2019","CD13",0,0.492307692,0.60721864071081
"2025","CD13",0,0.369230769,0.300150581535214
"2026","CD13",0,0.674725275,0.561370744658647
"2031","CD13",0,0.618681319,0.584997676572383
"2043","CD13",0,0.637362637,0.549594690859821
"2057","CD13",1,0.832967033,0.686726017573618
"2060","CD13",0,0.567032967,0.516673103558751
"2072","CD13",0,0.024175824,0.597702155610775
"2086","CD13",0,0.263736264,0.487347227948753
"2090","CD13",0,0.046153846,0.271938756434275
"2092","CD13",0,0.176923077,0.417605852590445
"2093","CD13",0,0.117582418,0.505625900371076
"2096","CD13",0,0.104395604,0.277119219048135
"2097","CD13",0,0.697802198,0.679512860874723
"2112","CD13",0,0.198901099,0.479891736952074
"2117","CD13",0,0.128571429,0.479462516722963
"2124","CD13",0,0.392307692,0.54004846566773
"2132","CD13",0,0.254945055,0.60253535990559
"2145","CD13",0,0.09010989,0.418543526950638
"2153","CD13",1,0.82967033,0.630784038803518
"2156","CD13",1,0.812087912,0.626348937774717
"2172","CD13",0,0.432967033,0.559349607742059
"2178","CD13",0,0.716483516,0.540010208598728
"2181","CD13",0,0.636263736,0.666590771216305
"2186","CD13",0,0.671428571,0.476652431791764
"2190","CD13",0,0.527472527,0.605396568827271
"2191","CD13",0,0.48021978,0.532209432017256
"2197","CD13",1,0.847252747,0.696082793509792
"2198","CD13",0,0.127472527,0.333957643881333
"2207","CD13",1,0.874725275,0.750723372686977
"2208","CD13",1,0.906593407,0.592701234142291
"2222","CD13",0,0.795604396,0.68083976676378
"2232","CD13",0,0.73956044,0.760191498558671
"2240","CD13",1,0.896703297,0.486656076735512
"2268","CD13",0,0.581318681,0.598855346752963
"2281","CD13",1,0.935164835,0.514194372320345
"2287","CD13",0,0.693406593,0.59025887743507
"2288","CD13",0,0.457142857,0.575942122674099
"2297","CD13",0,0.213186813,0.564088210587844
"2312","CD13",0,0.39010989,0.482800054724124
"2316","CD13",0,0.105494505,0.381030574796361
"2337","CD13",0,0.498901099,0.612439877437957
"2340","CD13",0,0.097802198,0.453677713464939
"2370","CD13",0,0.774725275,0.409987282044775
"2389","CD13",0,0.347252747,0.477191903862375
"2401","CD13",0,0.345054945,0.533001502410256
"2421","CD13",0,0.640659341,0.696754078568989
"2422","CD13",0,0.158241758,0.409603535708622
"2423","CD13",0,0.474725275,0.600338261676852
"2431","CD13",0,0.496703297,0.444645828953536
"2436","CD13",0,0.115384615,0.273511967213007
"2444","CD13",0,0.324175824,0.463319191465545
"2455","CD13",0,0.564835165,0.637974407406422
"2457","CD13",0,0.358241758,0.491635578018329
"2467","CD13",0,0.508791209,0.61868960312574
"2471","CD13",0,0.326373626,0.49452023934705
"2489","CD13",0,0.420879121,0.565174323590823
"2490","CD13",0,0.675824176,0.668511505060283
"2543","CD13",0,0.696703297,0.559667880248293
"2552","CD13",0,0.31978022,0.515772464562984
"2558","CD13",0,0.567032967,0.547894128347912
"2561","CD13",0,0.516483516,0.505673000713373
"2563","CD13",0,0.378021978,0.455050755188937
"2583","CD13",0,0.68021978,0.567702259493881
"2595","CD13",0,0.124175824,0.410776471471451
"2609","CD13",0,0.103296703,0.437602903648029
"2634","CD13",0,0.57032967,0.571770362609343
"2644","CD13",0,0.516483516,0.517753727336512
"2647","CD13",0,0.506593407,0.560183539248064
"2651","CD13",0,0.496703297,0.733024552418442
"2670","CD13",0,0.158241758,0.43108635039115
"2684","CD13",1,0.963736264,0.679613448892449
"2696","CD13",0,0.798901099,0.583481110379432
"2700","CD13",0,0.045054945,0.479717601611612
"2706","CD13",0,0.198901099,0.371074353380382
"2710","CD13",0,0.554945055,0.650688858386829
"2712","CD13",0,0.721978022,0.68737220875826
"2715","CD13",0,0.5,0.639140496680773
"2725","CD13",0,0.071428571,0.243321545415475
"2730","CD13",0,0.683516484,0.513608452071374
"2731","CD13",0,0.304395604,0.211522343839438
"2754","CD13",0,0.063736264,0.131299375433569
"2756","CD13",0,0.037362637,0.311651151085302
"2757","CD13",1,0.93956044,0.596776696672951
"2770","CD13",0,0.389010989,0.388815682718822
"2775","CD13",0,0.593406593,0.403447556362008
"2794","CD13",1,0.971428571,0.698299318221001
"2798","CD13",0,0.430769231,0.534594851125546
"2809","CD13",0,0.554945055,0.604742177497635
"2811","CD13",0,0.659340659,0.593314429340599
"2835","CD13",0,0.621978022,0.512328257437107
"2840","CD13",0,0.520879121,0.596481051787255
"2859","CD13",0,0.476923077,0.573480417105954
"2877","CD13",0,0.040659341,0.319859983591504
"2879","CD13",0,0.486813187,0.564919017295458
"2880","CD13",0,0.706593407,0.658813682763167
"2886","CD13",0,0.779120879,0.66969500239483
"2929","CD13",1,0.967032967,0.735199719657383
"2932","CD13",0,0.761538462,0.620684694011123
"2933","CD13",0,0.361538462,0.523945834111624
"2935","CD13",0,0.369230769,0.620112973158336
"2940","CD13",0,0.446153846,0.381179887952962
"2941","CD13",0,0.712087912,0.548312642959285
"2964","CD13",1,0.813186813,0.42451875018389
"3005","CD13",0,0.687912088,0.509231802065332
"3047","CD13",0,0.47032967,0.511871934121295
"3053","CD13",0,0.347252747,0.542511231733234
"3062","CD13",0,0.140659341,0.490520056109102
"3063","CD13",0,0.172527473,0.339637293782715
"3080","CD13",0,0.264835165,0.460548366602163
"3103","CD13",0,0.749450549,0.499318305098551
"3131","CD13",0,0.752747253,0.648907049532136
"3147","CD13",1,0.831868132,0.752961876243286
"3157","CD13",0,0.654945055,0.6007697853098
"3163","CD13",0,0.428571429,0.584843858884782
"3219","CD13",1,0.969230769,0.652032583250616
"3233","CD13",0,0.224175824,0.521903256091935
"3245","CD13",0,0.441758242,0.616393229366446
"3247","CD13",1,0.925274725,0.676002111735686
"3249","CD13",1,0.901098901,0.728883693399578
"3255","CD13",1,0.874725275,0.637330754465714
"3260","CD13",0,0.683516484,0.658860713129322
"3279","CD13",0,0.014285714,0.283773837949666
"3334","CD13",1,0.803296703,0.602233023609832
"3356","CD13",0,0.659340659,0.718896251247449
"3365","CD13",0,0.241758242,0.660812004273743
"3371","CD13",0,0.264835165,0.263139213424448
"3375","CD13",0,0.32967033,0.471908444570545
"3385","CD13",0,0.107692308,0.273284042724652
"3386","CD13",0,0.618681319,0.662217703345649
"3396","CD13",0,0.124175824,0.378740387319139
"3399","CD13",0,0.510989011,0.505319324215365
"3407","CD13",0,0.108791209,0.690328326592927
"3411","CD13",0,0.173626374,0.537241319070632
"3415","CD13",1,0.984615385,0.757144064080749
"3419","CD13",0,0.42967033,0.513241746068675
"3423","CD13",0,0.454945055,0.442973318575519
"3429","CD13",0,0.465934066,0.493410614567549
"3450","CD13",0,0.504395604,0.670065479330589
"3465","CD13",0,0.187912088,0.300895373553899
"3504","CD13",0,0.22967033,0.400567126645909
"3514","CD13",0,0.263736264,0.45804949526177
"3526","CD13",0,0.110989011,0.51984911174669
"3530","CD13",0,0.065934066,0.532691583838244
"3534","CD13",0,0.523076923,0.560472331414373
"3537","CD13",0,0.307692308,0.3598667501278
"3539","CD13",1,0.812087912,0.683756622701903
"3546","CD13",1,0.808791209,0.629791224257679
"3553","CD13",0,0.026373626,0.43611176062632
"3566","CD13",0,0.158241758,0.366006643885438
"3567","CD13",0,0.503296703,0.57580592152925
"3568","CD13",1,0.889010989,0.606753438675609
"3569","CD13",0,0.768131868,0.53787719629782
"3570","CD13",0,0.301098901,0.460272617757354
"3591","CD13",0,0.20989011,0.30201772256666
"3595","CD13",0,0.440659341,0.510536201679397
"3629","CD13",0,0.674725275,0.670665694267023
"3640","CD13",0,0.472527473,0.64782159983483
"3648","CD13",0,0.02967033,0.330076207555543
"3663","CD13",0,0.254945055,0.41281257609765
"3669","CD13",0,0.795604396,0.630501593592387
"3671","CD13",1,0.847252747,0.752458874927768
"3690","CD13",0,0.310989011,0.462573677950545
"3696","CD13",0,0.416483516,0.465682800059902
"3706","CD13",0,0.050549451,0.369953569449428
"3707","CD13",0,0.362637363,0.44153657573309
"3724","CD13",0,0.51978022,0.474534340978486
"3730","CD13",1,0.850549451,0.596165140461104
"3732","CD13",1,0.823076923,0.599851862255384
"3737","CD13",0,0.274725275,0.444399343174837
"3761","CD13",0,0.214285714,0.526927009238664
"3772","CD13",0,0.479120879,0.514049303727452
"3774","CD13",1,0.954945055,0.714966806744495
"3775","CD13",0,0.47032967,0.590653879979898
"3776","CD13",0,0.142857143,0.375398713128767
"3779","CD13",0,0.338461538,0.477265471863003
"3791","CD13",0,0.256043956,0.396038921118218
"3792","CD13",0,0.313186813,0.358426256036521
"3807","CD13",0,0.282417582,0.428535943599057
"3830","CD13",0,0.759340659,0.688051603704502
"3834","CD13",0,0.404395604,0.61505308078207
"3835","CD13",0,0.558241758,0.72789368379806
"3836","CD13",0,0.537362637,0.580703390213125
"3837","CD13",1,0.843956044,0.629153491790259
"3845","CD13",1,0.873626374,0.62023282613045
"3852","CD13",1,0.931868132,0.702922797974685
"3856","CD13",0,0.612087912,0.660259111554447
"3869","CD13",0,0.479120879,0.510000939949443
"3870","CD13",0,0.524175824,0.565535336049816
"3897","CD13",0,0.304395604,0.476447840503106
"3909","CD13",0,0.20989011,0.401896510965412
"3916","CD13",0,0.18021978,0.540420592116506
"3918","CD13",0,0.423076923,0.611785249738482
"3925","CD13",1,0.821978022,0.580491945604961
"3938","CD13",0,0.706593407,0.554738690829474
"3946","CD13",0,0.172527473,0.218401724213374
"3964","CD13",0,0.68021978,0.662422827926139
"3969","CD13",1,0.958241758,0.748581827638871
"3994","CD13",1,0.889010989,0.625958279375806
"3995","CD13",0,0.784615385,0.68884301050254
"3996","CD13",0,0.328571429,0.289203065519171
"4016","CD13",0,0.584615385,0.564078760540389
"4058","CD13",1,0.978021978,0.74146288163538
"4062","CD13",0,0.702197802,0.579158025485824
"4075","CD13",0,0.640659341,0.480153731722037
"4082","CD13",0,0.672527473,0.43974858755954
"4085","CD13",1,0.881318681,0.43522826446046
"4090","CD13",0,0.615384615,0.615984739954516
"4100","CD13",0,0.182417582,0.374361966275238
"4102","CD13",0,0.661538462,0.519718919749315
"4133","CD13",0,0.189010989,0.541147388060509
"4175","CD13",0,0.618681319,0.670523726938337
"4178","CD13",0,0.705494505,0.711264418182636
"4186","CD13",0,0.317582418,0.649399499014079
"4193","CD13",0,0.107692308,0.51463938678461
"4205","CD13",0,0.084615385,0.491226634538631
"4209","CD13",0,0.473626374,0.614815637215086
"4218","CD13",0,0.449450549,0.302143901552432
"4224","CD13",1,0.978021978,0.759970572664915
"4268","CD13",0,0.201098901,0.398428638714974
"4292","CD13",0,0.682417582,0.591514268757982
"4301","CD13",1,0.842857143,0.760165711091192
"4308","CD13",0,0.328571429,0.477091210020209
"4323","CD13",1,0.93956044,0.784882160148874
"4329","CD13",0,0.527472527,0.530448543997917
"4331","CD13",0,0.381318681,0.426344897321892
"4335","CD13",1,0.908791209,0.611465973024716
"4344","CD13",1,0.938461538,0.669200534919159
"4363","CD13",1,0.886813187,0.690296015272441
"4390","CD13",1,0.942857143,0.672478315573095
"4392","CD13",0,0.107692308,0.320275334438878
"4393","CD13",0,0.047252747,0.34196983488085
"4396","CD13",0,0.63956044,0.627443727618741
"4429","CD13",0,0.771428571,0.511770905538193
"4450","CD13",0,0.293406593,0.667979719101275
"4451","CD13",1,0.895604396,0.604177860493127
"4474","CD13",1,0.864835165,0.437775148246712
"4541","CD13",0,0.181318681,0.432245405027904
"4546","CD13",1,0.82967033,0.623573986153277
"4548","CD13",1,0.876923077,0.619990080689033
"4559","CD13",0,0.334065934,0.526106936469811
"4564","CD13",0,0.263736264,0.37490972622638
"4571","CD13",0,0.764835165,0.673022804232995
"4579","CD13",1,0.904395604,0.677912632015699
"4587","CD13",0,0.275824176,0.419117405416314
"4594","CD13",0,0.054945055,0.32026674891011
"4596","CD13",0,0.079120879,0.602158768122928
"4614","CD13",0,0.793406593,0.496576200575122
"4624","CD13",0,0.548351648,0.382852762768616
"4626","CD13",0,0.182417582,0.382289354138072
"4636","CD13",1,0.871428571,0.548991033304124
"4638","CD13",0,0.720879121,0.677496596205876
"4654","CD13",0,0.38021978,0.55720064087009
"4674","CD13",0,0.231868132,0.35386613495017
"4690","CD13",0,0.401098901,0.563996712152433
"4697","CD13",0,0.672527473,0.64141003878178
"4703","CD13",0,0.664835165,0.538655719021909
"4705","CD13",1,0.930769231,0.651578375793001
"4706","CD13",1,0.842857143,0.601423370176025
"4713","CD13",0,0.771428571,0.620986298110243
"4721","CD13",0,0.781318681,0.445871061968648
"4737","CD13",0,0.751648352,0.618965524344841
"4739","CD13",0,0.547252747,0.670634758258645
"4764","CD13",0,0.651648352,0.51561825671291
"4767","CD13",0,0.585714286,0.583156272562087
"4769","CD13",0,0.628571429,0.633573591708958
"4777","CD13",0,0.310989011,0.472018598684675
"4791","CD13",0,0.698901099,0.589587130535699
"4814","CD13",1,0.861538462,0.528740392492743
"4819","CD13",0,0.356043956,0.620484777139918
"4834","CD13",0,0.025274725,0.622744860695547
"4865","CD13",0,0.321978022,0.426418108205587
